date,log_return,weekday,days_to_friday,target_forward_return,target_horizon_scaled_return,fwd_rvol,atm_iv_30d,quantile_0_prob,quantile_1_prob,quantile_2_prob,quantile_3_prob,quantile_4_prob,expected_scaled_return_sq_plain,expected_scaled_return_sq,expected_realised_variance_plain,expected_realised_variance,expected_realised_volatility_plain,expected_realised_volatility
2022-06-10,-0.0302290019613171,4,1,-0.0302290019613171,-0.0302290019613171,0.2499981110440055,0.2591449720540569,0.21734703925235704,0.2385265748115289,0.1464709953714501,0.12475409272709326,0.27290129783757067,8.976192940294384e-05,1.7972598696792205e-05,0.022620006209541847,0.004529094871591636,0.15039948872766107,0.06729855029338772
2022-06-13,-0.0364623725373549,0,5,-0.0592668483559744,-0.026504940347226082,0.2248480512150629,0.3093916607007651,0.22277869774967055,0.15233034849157506,0.19651668223863172,0.11016255673485012,0.31821171478527266,9.83352826293352e-05,1.966885942071791e-05,0.02478049122259247,0.004956552574020913,0.15741820486396252,0.07040278811255214
2022-06-14,-0.0066533844907365,1,4,-0.0228044758186195,-0.01140223790930975,0.2247903399231829,0.2949198825500626,0.27153341412319876,0.13612299708155506,0.15063266226438282,0.08267776918871597,0.35903315734214736,0.00011319528894549182,2.2644435712653595e-05,0.02852521281426394,0.005706397799588706,0.1688940875645561,0.07554070293284744
2022-06-15,0.0158943743444663,2,3,-0.016151091327883,-0.009324836925859482,0.2365405542119256,0.2751666753753294,0.3002782042342307,0.11431791862205531,0.062371879557890524,0.12060343726513147,0.402428560320692,0.00012644177285277768,2.530433761576003e-05,0.031863326758899975,0.006376693079171527,0.17850301610589098,0.07985419888253546
2022-06-16,-0.0347628586488491,3,2,-0.032045465672349296,-0.022659566083198912,0.2059157471255886,0.2963331456744891,0.2926590127127033,0.19640449174861357,0.07653316300701372,0.10570902826719618,0.32869430426447316,0.00011238765642812489,2.2499861789116952e-05,0.028321689419887473,0.005669965170857472,0.16829049117489517,0.07529917111666949
2022-06-17,0.0027173929764998,4,1,0.0027173929764998,0.0027173929764998,0.208489651131057,0.2728102077322401,0.2961959903042227,0.16201706239217925,0.05705219262457333,0.06693377450327959,0.4178009801757452,0.00012704055075239308,2.543574137596774e-05,0.032014218789603054,0.006409806826743871,0.17892517651130893,0.0800612692051773
2022-06-21,0.0228044758186194,1,4,0.061821128161071,0.0309105640805355,0.1959371418075383,0.2674715471818228,0.22449891282435414,0.11453158524629638,0.11656102209453906,0.14681140791749406,0.3975970719173163,0.00011273193335487245,2.2560839419883203e-05,0.02840844720542786,0.005685331533810567,0.16854805607134085,0.07540113748353248
2022-06-22,0.0,2,3,0.0390166523424516,0.022526274732792475,0.1959833266706554,0.2624926081171195,0.29016862736079163,0.19567730670775327,0.11824392235403601,0.147537455590608,0.24837268798681109,9.959050279859975e-05,1.9940684027271052e-05,0.025096806705247138,0.005025052374872305,0.1584197169081145,0.07088760381669214
2022-06-23,0.0092409898537296,3,2,0.0390166523424516,0.027588939450545517,0.1981465984162122,0.2596420435012719,0.2757713352038525,0.17297811486565723,0.11198229421250415,0.1418616754338814,0.29740658028410466,0.00010528943465422006,2.1073190430014354e-05,0.026532937532863454,0.005310443988363617,0.16288934137279656,0.07287279319721193
2022-06-24,0.029775662488722,4,1,0.029775662488722,0.029775662488722,0.1925355219381337,0.2420869227771512,0.2590876096763019,0.19874994702349597,0.04930529637165261,0.18704299999886284,0.3058141469296867,0.00010503941092503052,2.1036640451979688e-05,0.02646993155310769,0.005301233393898881,0.16269582524793835,0.07280956938410556
2022-06-27,-0.0025542798050967,0,5,-0.020619287202735502,-0.009221225566581613,0.1959697452361338,0.242986996527634,0.29190653686440754,0.15718569597290202,0.15069396672713323,0.20879147634697373,0.19142232408858348,9.217437151241991e-05,1.843445139547124e-05,0.023227941621129816,0.0046454817516587525,0.15240715738156727,0.06815777102912589
2022-06-28,-0.0206725708047198,1,4,-0.018065007397638798,-0.009032503698819399,0.1896054615141163,0.2534574852549808,0.2663797475024381,0.13263709105956215,0.13834760289151912,0.21272493094531383,0.24991062760116683,9.753893311493584e-05,1.9517802470095683e-05,0.024579811144963833,0.004918486222464112,0.15677949848422093,0.07013192013957775
2022-06-29,-0.0013063359140554,2,3,0.002607563407081001,0.0015054774350072339,0.1897305361939358,0.2539265281113271,0.25506043921997734,0.1289543238071771,0.10915584761664222,0.17878609514755797,0.3280432942086453,0.00010789173553779995,2.159027216284907e-05,0.02718871735552559,0.005440748585037966,0.16489001593645866,0.07376143019924414
2022-06-30,-0.006557400546159,3,2,0.003913899321136401,0.0027675447508569736,0.1900367082550126,0.2635956653424819,0.2717069404790818,0.11808043522890582,0.11111030312644662,0.16778633225431008,0.3313159889112557,0.0001111246413226897,2.222980120080998e-05,0.028003409613317803,0.005601909902604115,0.16734219316513635,0.07484590772115811
2022-07-01,0.0104712998672954,4,1,0.0104712998672954,0.0104712998672954,0.1941441756550202,0.2457060184115062,0.30026842930409886,0.12568577490456653,0.07887562709469917,0.16492280524691028,0.3302473634497251,0.00011592299788696665,2.3192053853537174e-05,0.029212595467515597,0.005844397571091368,0.17091692563206137,0.07644865970761926
2022-07-05,0.0013012363579717,1,4,0.0180650073976387,0.00903250369881935,0.1941367907134589,0.2556115521279282,0.25730537379804924,0.13224625121957628,0.14972048975508212,0.15191019139167286,0.3088176938356195,0.00010441548557972767,2.0869407898425804e-05,0.026312702366091373,0.005259090790403303,0.16221190574705474,0.07251958901154434
2022-07-06,0.0025974040576854,2,3,0.016763771039667,0.009678567722384995,0.1939803667732252,0.2502336635847699,0.24002699572110076,0.15509862016608103,0.13062258509125746,0.15714019789123518,0.3171116011303256,0.00010283117632794539,2.05697264363697e-05,0.025913456434642237,0.0051835710619651644,0.16097657107368835,0.07199702120202728
2022-07-07,0.0167206467870783,3,2,0.0141663669819816,0.010017134157736394,0.1855869818450972,0.2380384602903983,0.2339616715169017,0.13808618769492556,0.15451633569673032,0.17024622810800966,0.3031895769834329,9.970551115257039e-05,1.9943823895967172e-05,0.02512578881044774,0.005025843621783727,0.15851116304679536,0.07089318459332834
2022-07-08,-0.0025542798050967,4,1,-0.0025542798050967,-0.0025542798050967,0.1857901579377159,0.2278794888836668,0.2669449368185381,0.19416418415929265,0.1495621229211867,0.1589293647461795,0.230399391354803,9.298493933725162e-05,1.8607293785238385e-05,0.023432204712987407,0.004689038033880073,0.15307581361203804,0.06847655097827338
2022-07-11,-0.0115756919578891,0,5,-0.010282866955583704,-0.004598637903254294,0.194230974228204,0.2414056417971301,0.22431933468538995,0.12200569793031228,0.22126029143409048,0.18448073797614384,0.2479339379740635,8.905305775590663e-05,1.778550522852809e-05,0.02244137055448847,0.004481947317589079,0.14980444103726856,0.06694734735289427
2022-07-12,-0.0077922472201657,1,4,0.0012928250023053964,0.0006464125011526982,0.192474052267916,0.2491315526108763,0.221832422269717,0.12277756890449952,0.189484921758832,0.16800855851994928,0.2978965285470021,9.659252437926824e-05,1.9306388875164188e-05,0.024341316143575598,0.004865209996541375,0.1560170379912899,0.06975105731486352
2022-07-13,-0.0065402456806098,2,3,0.009085072222471098,0.00524526889325088,0.2002983924019299,0.2460078990334058,0.2556930351241932,0.13272600248374639,0.13324113151237435,0.14976846992110204,0.3285713609585841,0.00010723200141193908,2.1459669191999414e-05,0.02702246435580865,0.005407836636383852,0.16438510989687796,0.07353799450885136
2022-07-14,-0.0013131978249604,3,2,0.015625317903080898,0.011048768247464067,0.2005972149696543,0.2443381726263209,0.2333494454151104,0.15005672335635148,0.147846559068812,0.1403296963131424,0.3284175758465838,0.00010304298382674305,2.0615773952504412e-05,0.025966831924339247,0.005195175036031112,0.16114227230723552,0.07207756263936171
2022-07-15,0.0169385157280413,4,1,0.0169385157280413,0.0169385157280413,0.192591177981121,0.2214746345217526,0.23410364868026806,0.19597517115376112,0.10988159984485012,0.133202631549868,0.32683694877125274,0.00010272625768751,2.0565294111373904e-05,0.025887016937252517,0.005182454116066224,0.16089442792481198,0.07198926389446016
2022-07-18,-0.0064809040840831,0,5,0.026770241064604898,0.011972015758902577,0.1939109593054382,0.2358651456784707,0.22211762772530277,0.23209065919561767,0.17745777750384684,0.1670494135918782,0.2012845219833546,8.034780322324879e-05,1.6076113748364213e-05,0.020247646412258694,0.004051180664587781,0.14229422480290158,0.0636488858079054
